date,hour,address,district,beat,grid,description,ucr_ncic_code,code_description,latitude,longitude
1/1/06,16:57,2340 MOSSY BANK DR,1,1B        ,444,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.60972461,-121.4953467
1/1/06,16:57,8101 COSUMNES RIVER BLVD,5,5C        ,1639,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.45718227,-121.4133413
1/1/06,16:59,J ST / 17TH ST,3,3M        ,736,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.57775529999999,-121.48388229999999
1/1/06,17:00,8200 CENTER PKWY,5,5B        ,1633,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.45964489,-121.42914479999999
1/1/06,17:00,6421 SUN RIVER DR,6,6C        ,1445,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.50926564,-121.41297279999999
1/1/06,17:00,3715 IVY ST,2,2A        ,516,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.63535055,-121.42815420000001
1/1/06,17:00,3157 BRIDGEFORD DR,1,1C        ,416,LOST PROPERTY - I RPT,7000,Code not found,38.62642643,-121.487454
1/1/06,17:30,11TH ST / F ST,3,3A        ,724,197 JUSTIFIABLE HOMI-CIVILIAN,999,Homicide-Remarks,38.58432423,-121.4902264
1/1/06,17:37,17TH ST / Q ST,3,3B        ,766,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.57001564,-121.48722959999999
1/1/06,17:41,FRUITRIDGE RD / 53RD ST,6,6B        ,1084,20001(A) VC HIT/RUN INJ/DEATH,5401,Hit and Run,38.52496323,-121.44388740000001
1/1/06,17:41,5301 FRUITRIDGE RD,6,6B        ,1084,23153(A) VC DUI CAUSE INJURY,5404,Driving Under Influence-Liquor,38.52517945,-121.4443121
1/1/06,18:00,2890 GROVE AVE,2,2B        ,541,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.62009985,-121.4590851
1/1/06,18:00,2828 CONNIE DR,2,2C        ,567,MISSING PERSON,7000,Code not found,38.6176064,-121.4204494
1/1/06,18:00,3700 32ND ST,6,6A        ,1051,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.54069286,-121.4728119
1/1/06,18:00,1632 BROADWAY,4,4A        ,906,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.56108765,-121.49137160000001
1/1/06,18:10,1729 DIGGS PARK DR,2,2B        ,537,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.62764502,-121.4258496
1/1/06,18:19,5301 FRUITRIDGE RD,6,6B        ,1084,TOWED/STORED VEHICLE,7000,Code not found,38.52517945,-121.4443121
1/1/06,18:23,2700 DEL PASO RD,1,1A        ,305,484 PETTY THEFT-SHOPLIFT,2303,Shoplifting,38.65543537,-121.5223763
1/1/06,18:55,7290 FRANKLIN BLVD,5,5B        ,1369,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.49250972,-121.45794450000001
1/1/06,18:55,700 N 5TH ST,3,3A        ,701,1551(A) FUGITIVE FROM JUSTICE,4902,Flight to Avoid-Remarks,38.60057486,-121.4940223
1/1/06,19:00,321 ELEANOR AVE,2,2B        ,541,MISSING PERSON,7000,Code not found,38.61712192,-121.4587997
1/1/06,19:00,321 ELEANOR AVE,2,2B        ,541,MISSING PERSON,7000,Code not found,38.61712192,-121.4587997
1/1/06,19:00,7659 MASTERS ST,5,5C        ,1654,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.44227407,-121.4127165
1/1/06,19:00,3644 DAYTON ST,2,2A        ,517,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.63425266,-121.41777590000001
1/1/06,19:00,2800 BROADWAY,4,4A        ,908,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.55701398,-121.4762723
1/1/06,19:11,1418 E ST,3,3A        ,725,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.58376222,-121.48484640000001
1/1/06,19:40,3514 37TH ST,6,6A        ,1041,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.54242302,-121.46746019999999
1/1/06,19:59,227 JIBBOOM ST,3,3A        ,721,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.59572389,-121.5050785
1/1/06,20:00,78 REDWOOD AVE,2,2C        ,601,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.609884,-121.46479
1/1/06,20:00,3311 LONG BRANCH CT,1,1B        ,401,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.62798992,-121.5092581
1/1/06,20:00,1601 ARDEN WAY,2,2C        ,618,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.60240036,-121.42950320000001
1/1/06,20:00,1701 13TH ST,3,3A        ,765,TELEPEST -I RPT,7000,Code not found,38.57117547,-121.4924504
1/1/06,20:05,7770 52ND AVE,6,6C        ,1445,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.50482198,-121.41121310000001
1/1/06,20:30,2621 STONECREEK DR,1,1B        ,435,THREATS - I RPT,7000,Code not found,38.61328867,-121.494681
1/1/06,20:40,EL CAMINO AVE / GROVE AVE,2,2C        ,551,TOWED/STORED VEHICLE,7000,Code not found,38.61112465,-121.45935959999998
1/1/06,20:49,3200 TRUXEL RD,1,1C        ,414,THREATS - I RPT,7000,Code not found,38.62581805,-121.49713009999999
1/1/06,21:00,2540 VENTURE OAKS WAY,1,1B        ,442,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.61102318,-121.51194720000001
1/1/06,21:00,1732 ELDRIDGE AVE,2,2B        ,556,487(A) GRAND THEFT-INSIDE,2308,Larceny-From Building,38.62266231,-121.42608929999999
1/1/06,21:10,23RD ST / Q ST,3,3B        ,767,20001(A) VC HIT/RUN INJ/DEATH,5401,Hit and Run,38.56788759,-121.47924590000001
1/1/06,21:11,NORTHGATE BLVD / ROSIN CT,1,1C        ,409,20002(A) HIT/RUN,5401,Hit and Run,38.63659439,-121.4763493
1/1/06,21:15,5530 STOCKTON BLVD,6,6B        ,1084,12020(A)(4) PC DIRK/DAGGER,5212,Possession of Weapon-Remarks,38.52654807,-121.44340659999999
1/1/06,21:33,FRANKLIN BLVD / FLORIN RD,5,5B        ,1359,20001(A) VC HIT/RUN INJ/DEATH,5401,Hit and Run,38.49601155,-121.45927720000002
1/1/06,22:00,1609 BOWLING GREEN DR,2,2C        ,606,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.60311006,-121.42697450000001
1/1/06,22:00,1422 BREWERTON DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.61589867,-121.49247859999998
1/1/06,22:00,2000 DEL PASO BLVD,2,2C        ,603,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.60880668,-121.4528434
1/1/06,22:00,MCGLASHAN ST / PERRY AVE,6,6B        ,1084,20002(A) HIT/RUN,5401,Hit and Run,38.53137433,-121.45064029999999
1/1/06,22:00,PERRY AVE / 46TH ST,6,6B        ,1084,20002(A) HIT/RUN,5401,Hit and Run,38.531379799999996,-121.45237420000001
1/1/06,22:00,8552 ERINBROOK WAY,3,3C        ,899,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.56165546,-121.3880115
1/1/06,22:00,4100 NORTHGATE BLVD,1,1C        ,309,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.64316291,-121.47458190000002
1/1/06,22:00,7901 34TH AVE,6,6C        ,1405,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.52225475,-121.4114993
1/1/06,22:10,630 JESSIE AVE,2,2A        ,233,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.64390931,-121.4507882
1/1/06,22:28,4 WAYNE CT,6,6C        ,1409,VANDALISM - I RPT,7000,Code not found,38.51585237,-121.36750009999999
1/1/06,22:30,3800 STOCKTON BLVD,6,6A        ,1053,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.54020494,-121.4505653
1/1/06,22:30,5907 BAMFORD DR,5,5C        ,1623,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.47226256,-121.4336162
1/1/06,22:30,5425 RIO LINDA BLVD,2,2A        ,203,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.66757714,-121.4538176
1/1/06,22:36,2ND ST / I ST,3,3M        ,731,243(D) PC BATT/CIVILIAN W/INJ,1315,Aggravated Assault-Weapon,38.5842425,-121.50364679999998
1/1/06,22:45,23RD ST / J ST,3,3B        ,737,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.57562427,-121.47589779999998
1/1/06,22:54,2116 MABRY DR,1,1A        ,104,THREATS - I RPT,7000,Code not found,38.67667622,-121.5088422
1/1/06,23:00,1906 BOWLING GREEN DR,2,2C        ,606,242 PC  BATTERY CIVILIAN,1313,Simple Assault,38.60667473,-121.4226379
1/1/06,23:00,330 U ST,3,3A        ,782,487(A) PC GRAND THEFT,2303,Shoplifting,38.57016732,-121.5069731
1/1/06,23:05,PRINCETON ST / GLENROSE AVE,2,2C        ,567,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.61472939,-121.43000649999999
1/1/06,23:14,INDIANA AVE / NORTHGATE BLVD,1,1C        ,429,20001(A) VC HIT/RUN INJ/DEATH,5401,Hit and Run,38.61935446,-121.47553429999999
1/1/06,23:16,LEXINGTON ST / FRIENZA AVE,2,2B        ,564,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.61292672,-121.44157040000002
1/1/06,23:20,65 BRENTFORD CIR,5,5C        ,1635,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.46292264,-121.42840259999998
1/1/06,23:30,VALLEY HI DR / CENTER PKWY,5,5B        ,1623,TOWED/STORED VEH-14602.6,7000,Code not found,38.46377975,-121.43126310000001
1/1/06,23:45,34TH ST / Y ST,6,6A        ,1002,ROBBERY - I RPT,7000,Code not found,38.55507539999999,-121.46845330000001
1/1/06,23:45,13TH ST / G ST,3,3A        ,725,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.58245172,-121.4877874
1/1/06,23:59,1311 63RD ST,3,3C        ,847,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.55645223,-121.4289124
1/2/06,0:00,4911 8TH AVE,6,6B        ,1035,POSS STOLEN VEHICLE- I RPT,7000,Code not found,38.54470924,-121.4490342
1/2/06,0:00,3845 SEA FOREST WAY,5,5B        ,1618,487(A) GRAND THEFT-AUTO PARTS,2304,Larceny-Parts From Vehicle,38.4625133,-121.4603514
1/2/06,0:00,2481 KRAMERIA AVE,1,1A        ,104,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.67660642,-121.51904669999999
1/2/06,0:00,6550 PARK RIVIERA WAY,4,4C        ,1261,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.50751789,-121.54774429999999
1/2/06,0:01,2531 S ST,3,3B        ,778,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.56502139,-121.4763254
1/2/06,0:01,6730 4TH AVE,6,6C        ,1111,484 PC  PETTY THEFT AUTO PART,2304,Larceny-Parts From Vehicle,38.54783739,-121.42432029999999
1/2/06,0:01,200 BICENTENNIAL CIR,3,3C        ,1102,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.55137298,-121.40615030000001
1/2/06,0:01,2311 RIVER PLAZA DR,1,1B        ,440,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.60824476,-121.5192803
1/2/06,0:01,3251 SAN JOSE WAY,6,6A        ,1032,484 PC  PETTY THEFT/ OUTSIDE,2309,Larceny-From Yards,38.54468278,-121.4591392
1/2/06,0:02,12TH AVE / LISSETTA AVE,6,6A        ,1042,529 PC FALSE PERSONATION,2604,Fraud-Imperson,38.54118802,-121.45931599999999
1/2/06,0:05,3345 MABEL ST,2,2B        ,531,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.62769343,-121.46344509999999
1/2/06,0:30,1549 JANRICK AVE,5,5A        ,1501,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.47687825,-121.5002604
1/2/06,0:31,4108 WEYMOUTH LN,5,5B        ,1602,VANDALISM - I RPT,7000,Code not found,38.48227523,-121.4584554
1/2/06,1:00,621 CLAIRE AVE,2,2A        ,203,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.66254563,-121.45128899999999
1/2/06,1:30,930 43RD AVE,4,4C        ,1253,487(A) GRAND THEFT-AUTO PARTS,2304,Larceny-Parts From Vehicle,38.51484622,-121.5249979
1/2/06,1:38,SAN JUAN RD / BANDON WAY,1,1B        ,401,496(A) RECEIVE STOLEN PROPERTY,2803,Receive Stolen Property,38.62743901,-121.5056249
1/2/06,1:41,24TH ST / TEEKAY WAY,5,5A        ,1504,11357(B)HS POSS -28.5GR MARIJ,3562,Marijuana-Possession,38.47663386,-121.4803303
1/2/06,1:56,BRUCEVILLE RD / CALVINE RD,5,5C        ,1654,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.44973707,-121.4180465
1/2/06,2:00,2912 CAMARILLO DR,1,1C        ,428,FOUND PROPERTY - I RPT,7000,Code not found,38.61880719,-121.4796125
1/2/06,2:00,8461 TAMBOR WAY,5,5C        ,1654,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.44803746,-121.40780159999998
1/2/06,2:19,6421 RIVERSIDE BLVD,4,4C        ,1262,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.51042757,-121.5419071
1/2/06,3:00,7553 GREENHAVEN DR,4,4C        ,1296,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.48243228,-121.514852
1/2/06,5:00,35TH ST / BROADWAY,6,6A        ,1013,NON INJ HR/MAIL OUT REPORT,7000,Code not found,38.55155803,-121.46849350000001
1/2/06,6:12,15TH ST / C ST,3,3A        ,715,TOWED/STORED VEHICLE,7000,Code not found,38.58612197,-121.48321999999999
1/2/06,6:24,1595 SILICA AVE,2,2C        ,605,TOWED/STORED VEHICLE,7000,Code not found,38.60879322,-121.4306804
1/2/06,6:25,ELIZA ST / LOUISE ST,3,3A        ,709,243(E)1 BATTERY NONCOHAB SPOUS,1315,Aggravated Assault-Weapon,38.59444259,-121.48147320000001
1/2/06,6:30,1240 ALDER TREE WAY,4,4C        ,1296,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.48369463,-121.515322
1/2/06,6:30,3205 42ND ST,6,6A        ,1034,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.5454679,-121.45733249999999
1/2/06,6:48,1515 NORTH AVE,2,2A        ,505,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.64036498,-121.4321298
1/2/06,6:50,2801 L ST,3,3B        ,748,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.57201606,-121.4692575
1/2/06,7:00,2628 27TH ST,4,4A        ,908,290(A)(1)(D) FAIL TO REG-5 DAY,3699,Sex Offense-Remarks,38.55531685,-121.47928519999999
1/2/06,7:16,3720 CYPRESS ST,2,2A        ,513,594(B)(1)VANDALISM GRAF +$400,2999,Damage Property-Remarks,38.6358152,-121.44464340000002
1/2/06,7:53,ETHAN WAY / HALLMARK DR,2,2C        ,637,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.59156169,-121.42002420000001
1/2/06,8:00,4635 POWER INN RD,6,6C        ,1134,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.53444222,-121.40791329999999
1/2/06,8:20,10TH ST / K ST,3,3M        ,744,11350(A)HS POSS CNTRL SUBST,3532,Cocaine-Possession,38.57920289,-121.49394299999999
1/2/06,9:38,4TH AVE / REDDING AVE,6,6C        ,1114,TOWED/STORED VEHICLE,7000,Code not found,38.54867149,-121.42308270000001
1/2/06,9:56,ROANOKE AVE / BELDEN ST,2,2A        ,514,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.63482334,-121.44166840000001
1/2/06,10:00,212 CHRISTINE DR,2,2B        ,541,290(A)(1)(D) FAIL TO REG-5 DAY,3699,Sex Offense-Remarks,38.62073056,-121.4618489
1/2/06,10:00,2351 NORTHGATE BLVD,1,1C        ,447,242 PC  BATTERY CIVILIAN,1313,Simple Assault,38.60930026,-121.47706409999998
1/2/06,10:00,3251 NORTHGATE BLVD,1,1C        ,418,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.62630755,-121.4756162
1/2/06,10:30,346 LINDLEY DR,2,2B        ,541,MISSING PERSON,7000,Code not found,38.62073678,-121.45729509999998
1/2/06,11:00,2743 ALBATROSS WAY,2,2C        ,567,THREATS - I RPT,7000,Code not found,38.61538617,-121.4234494
1/2/06,11:00,7060 ROCK CREEK WAY,6,6C        ,1422,MISSING PERSON,7000,Code not found,38.51364018,-121.4211919
1/2/06,11:03,MABEL ST / FORD RD,2,2B        ,531,20001(A) VC HIT/RUN INJ/DEATH,5401,Hit and Run,38.62866431,-121.4631893
1/2/06,11:32,MCNAMARA WAY / BENOIT CT,5,5B        ,1618,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.46252937,-121.45850379999999
1/2/06,11:37,RIO LINDA BLVD / CARMELITA AVE,2,2B        ,523,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.62968232,-121.44611599999999
1/2/06,11:38,1328 D ST,3,3A        ,715,BATTERY - I RPT,7000,Code not found,38.58514056,-121.48543810000001
1/2/06,11:54,BETTY WAY / CAMELLIA AVE,3,3C        ,872,20002(A) HIT/RUN,5401,Hit and Run,38.57630105,-121.4319262
1/2/06,12:00,2156 CANTALIER ST,2,2C        ,613,MISSING PERSON,7000,Code not found,38.60527526,-121.4516527
1/2/06,12:00,2300 G ST,3,3B        ,727,1708 US   THEFT OF MAIL,2310,Larceny-From Mails,38.57848338,-121.47420819999999
1/2/06,12:00,3824 12TH AVE,6,6A        ,1041,HARASSMENT - I RPT,7000,Code not found,38.54102578,-121.46577140000001
1/2/06,12:10,HAVENSIDE DR / RIVERSIDE BLVD,4,4C        ,1251,11351.5 HS POSS SALE RCK COCAI,3532,Cocaine-Possession,38.51348202,-121.53254199999999
1/2/06,12:22,W ST / 16TH ST,3,3A        ,785,TOWED/STORED VEH-14602.6,7000,Code not found,38.56382548,-121.491401
1/2/06,12:29,1960 JOAN WAY,2,2C        ,606,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.60739495,-121.42059540000001
1/2/06,13:00,100 CAPITOL MALL,3,3M        ,751,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.57962095,-121.5068273
1/2/06,13:00,2305 SANDCASTLE WAY,1,1B        ,444,530.5 PC USE PERSONAL ID INFO,2604,Fraud-Imperson,38.6089261,-121.4935886
1/2/06,13:42,132 OLMSTEAD DR,2,2B        ,531,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.62275189,-121.4642874
1/2/06,14:00,4780 NATOMAS BLVD,1,1A        ,145,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.65941872,-121.50964409999999
1/2/06,14:00,RICHARDS BLVD / DOS RIOS ST,3,3A        ,709,487(A) PC GRAND THEFT,2303,Shoplifting,38.59530776,-121.4839757
1/2/06,14:15,5255 MACK RD,5,5B        ,1604,20002(A) HIT/RUN,5401,Hit and Run,38.47433302,-121.43981740000001
1/2/06,14:21,8775 CENTER PKWY,5,5C        ,1654,20002(A) HIT/RUN,5401,Hit and Run,38.43840598,-121.41833429999998
1/2/06,14:33,8TH AVE / 44TH ST,6,6A        ,1034,215(A) PC    CARJACKING,1212,Carjacking-Armed,38.54454369,-121.4558291
1/2/06,15:00,1370 RESPONSE RD,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.59645425,-121.4382598
1/2/06,15:30,5016 12TH AVE,6,6B        ,1054,484 PC  PETTY THEFT/ OUTSIDE,2309,Larceny-From Yards,38.54061027,-121.4474575
1/2/06,15:39,8024 ELDER CREEK RD,6,6C        ,1445,602(K)TRESPASS:INJURE PROPERTY,5707,Trespassing-Remarks,38.51007761,-121.4095726
1/2/06,15:59,1701 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.60027317,-121.4252477
1/2/06,16:00,1690 ARDEN WAY,2,2C        ,628,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.59808509,-121.4275537
1/2/06,16:18,DOS RIOS ST / RICHARDS BLVD,3,3A        ,709,11377(A)HS POSS AMPHETAMINES,3572,Amphetamine-Possession,38.59530776,-121.4839757
1/2/06,16:33,65TH ST / ELVAS AVE,3,3C        ,847,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.55614777,-121.4267606
1/2/06,16:40,3550 MARYSVILLE BLVD,2,2B        ,526,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.63228581,-121.4303283
1/2/06,16:44,CALVINE RD / BRUCEVILLE RD,5,5C        ,1654,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.44973707,-121.4180465
1/2/06,16:49,1896 ARDEN WAY,2,2C        ,628,503 PC   EMBEZZLEMENT,2799,Embezzle-Remarks,38.59664183,-121.423349
1/2/06,16:50,3927 MARYSVILLE BLVD,2,2A        ,505,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.63931448,-121.42957890000001
1/2/06,17:00,5100 STOCKTON BLVD,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.52823386,-121.44564820000001
1/2/06,17:00,1470 JANRICK AVE,5,5A        ,1501,242 PC  BATTERY CIVILIAN,1313,Simple Assault,38.47602372,-121.5014051
1/2/06,17:00,5210 SHORTWAY DR,5,5C        ,1644,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.45541339,-121.4420784
1/2/06,17:03,3RD ST / L ST,3,3M        ,742,20002(A) HIT/RUN,5401,Hit and Run,38.58057689,-121.50369679999999
1/2/06,17:04,14TH ST / P ST,3,3A        ,765,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.57218405,-121.4907608
1/2/06,17:15,2460 FLORIN RD,5,5A        ,1363,9.04.050 A DRINKING IN PUBLIC,7399,Public Order Crimes-Remarks,38.49543922,-121.47997679999999
1/2/06,17:45,1730 O ST,3,3B        ,766,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.57163324,-121.4854271
1/2/06,17:47,1421 OREGON DR,4,4A        ,964,TOWED/STORED VEHICLE,7000,Code not found,38.52736754,-121.504668
1/2/06,17:50,5824 ANNRUD WAY,4,4C        ,1227,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.52062063,-121.5084967
1/2/06,17:51,ARCADE BLVD / CLAY ST,2,2B        ,545,TOWED/STORED VEH-14602.6,7000,Code not found,38.62635393,-121.43920390000001
1/2/06,18:00,2415 L ST,3,3B        ,747,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.57320247,-121.4747123
1/2/06,18:00,1831 CAPITOL AVE,3,3M        ,746,314.1 PC   INDECENT EXPOSURE,3605,Indecent Exposure (to minors and adults),38.57411723,-121.4827193
1/2/06,18:00,2668 STONECREEK DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.61421301,-121.4925571
1/2/06,18:00,3950 DEVELOPMENT DR,2,2A        ,510,THREATS - I RPT,7000,Code not found,38.63939388,-121.46048959999999
1/2/06,18:20,1901 J ST,3,3B        ,736,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.57725503,-121.4806992
1/2/06,18:24,GROVE AVE / ELEANOR AVE,2,2B        ,541,TOWED/STORED VEHICLE,7000,Code not found,38.61692679,-121.45935060000001
1/2/06,18:25,3140 J ST,3,3C        ,841,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.57218529,-121.4642683
1/2/06,18:29,113 K ST,3,3M        ,741,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.58245363,-121.50527549999998
1/2/06,18:30,4700 FREEPORT BLVD,4,4A        ,956,487(A) PC GRAND THEFT,2303,Shoplifting,38.53284086,-121.49592179999999
1/2/06,18:41,4331 STOCKTON BLVD,6,6B        ,1064,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.53553572,-121.4468745
1/2/06,18:45,16TH ST / BROADWAY,4,4A        ,906,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.56159185,-121.4923822
1/2/06,18:45,1701 O ST,3,3B        ,766,CASUALTY REPORT,7000,Code not found,38.57240323,-121.4856804
1/2/06,18:46,NORTHGATE BLVD / W EL CAMINO AVE,1,1C        ,429,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.61124309,-121.4755625
1/2/06,18:46,SUTTERVILLE RD / FRANKLIN BLVD,4,4B        ,937,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.54106323,-121.47576000000001
1/2/06,18:55,2378 GROVE AVE,2,2C        ,602,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.60986284,-121.45905420000001
1/2/06,19:00,3500 53RD ST,6,6B        ,1054,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.542611,-121.4443687
1/2/06,19:00,545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.58052209,-121.49862479999999
1/2/06,19:00,211 HEMFORD CIR,5,5A        ,1502,PETTY THEFT - I RPT,7000,Code not found,38.47764806,-121.4891676
1/2/06,19:01,4680 NATOMAS BLVD,1,1A        ,145,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.65735092,-121.51026759999999
1/2/06,19:05,3555 AUBURN BLVD,2,2A        ,509,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.63862878,-121.3815598
1/2/06,19:11,ACACIA AVE / RIO LINDA BLVD,2,2B        ,544,TOWED/STORED VEH-14602.6,7000,Code not found,38.62198839,-121.4461582
1/2/06,19:20,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,Code not found,38.63862878,-121.3815598
1/2/06,19:22,1253 ACACIA AVE,2,2B        ,545,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.62219451,-121.43821100000001
1/2/06,19:51,HOWE AVE / FOLSOM BLVD,3,3C        ,1102,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.54940296,-121.4091389
1/2/06,20:02,725 SAN JUAN RD,1,1C        ,406,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.63040165,-121.47802959999999
1/2/06,20:25,6025 DIAS AVE,6,6B        ,1421,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.51332326,-121.43148359999999
1/2/06,20:30,3348 DRY BRANCH CT,1,1B        ,401,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.62875561,-121.5085108
